"mcg","gvh","alm","mit","vac","nuc","yeast_sin.Localization_site"
0.5393258426966293,0.3950617283950618,0.40506329113924044,0.19,0.8082191780821917,0.27,"CYT"
0.5168539325842697,0.41975308641975306,0.49367088607594933,0.18,0.6986301369863014,0.22,"CYT"
0.5842696629213484,0.6666666666666667,0.45569620253164544,0.24,0.6712328767123287,0.22,"MIT"
0.7752808988764046,0.925925925925926,0.18987341772151894,0.39,0.767123287671233,0.33,"ME1"
0.47191011235955066,0.5061728395061729,0.2784810126582278,0.1,0.7808219178082191,0.32,"NUC"
0.41573033707865165,0.4691358024691359,0.2784810126582278,0.87,0.7123287671232876,0.22,"MIT"
0.45505617977528096,0.5925925925925927,0.5063291139240506,0.12,0.726027397260274,0.47,"CYT"
0.24719101123595505,0.5185185185185186,0.3797468354430379,0.43,0.6986301369863014,0.22,"NUC"
0.7528089887640451,0.7530864197530864,0.26582278481012656,0.26,0.5890410958904109,0.22,"ME1"
0.7078651685393259,0.6666666666666667,0.3291139240506329,0.34,0.5753424657534246,0.22,"EXC"
0.6853932584269663,0.5925925925925927,0.30379746835443033,0.3,0.6986301369863014,0.25,"MIT"
0.3258426966292135,0.3950617283950618,0.45569620253164544,0.18,0.767123287671233,0.26,"CYT"
0.5393258426966293,0.49382716049382724,0.2784810126582278,0.44,0.684931506849315,0.22,"MIT"
0.5168539325842697,0.49382716049382724,0.40506329113924044,0.34,0.726027397260274,0.22,"MIT"
0.8426966292134832,0.6790123456790125,0.2911392405063291,0.24,0.7397260273972602,0.22,"ME2"
0.8426966292134832,0.7530864197530864,0.3797468354430379,0.4,0.7534246575342466,0.22,"ME2"
0.7640449438202248,0.5432098765432098,0.2531645569620252,0.28,0.8082191780821917,0.22,"ME2"
0.33707865168539325,0.5061728395061729,0.22784810126582278,0.2,0.6986301369863014,0.22,"ME3"
0.29213483146067415,0.28395061728395066,0.44303797468354433,0.18,0.6575342465753424,0.26,"VAC"
0.47191011235955066,0.22222222222222224,0.4683544303797468,0.39,0.6438356164383561,0.37,"NUC"
0.7078651685393259,0.7654320987654322,0.4683544303797468,0.47,0.547945205479452,0.35,"ME2"
0.42696629213483145,0.32098765432098775,0.3924050632911392,0.29,0.6575342465753424,0.22,"EXC"
0.7078651685393259,0.5432098765432098,0.3797468354430379,0.28,0.7945205479452054,0.22,"VAC"
0.34831460674157305,0.1358024691358025,0.3924050632911392,0.16,0.684931506849315,0.22,"ME3"
0.41573033707865165,0.32098765432098775,0.3797468354430379,0.21,0.7123287671232876,0.28,"CYT"
0.33707865168539325,0.49382716049382724,0.30379746835443033,0.14,0.7123287671232876,0.32,"ME3"
0.38202247191011235,0.40740740740740744,0.430379746835443,0.43,0.7534246575342466,0.38,"NUC"
0.50561797752809,0.4320987654320988,0.4683544303797468,0.27,0.6986301369863014,0.22,"CYT"
0.5955056179775282,0.5679012345679012,0.44303797468354433,0.23,0.6301369863013698,0.22,"CYT"
0.5955056179775282,0.5308641975308643,0.44303797468354433,0.22,0.6164383561643836,0.22,"CYT"
0.6179775280898877,0.6049382716049383,0.38607594936708856,0.1,0.6712328767123287,0.22,"CYT"
0.47191011235955066,0.3827160493827161,0.3797468354430379,0.33,0.7534246575342466,0.22,"CYT"
0.30337078651685395,0.4444444444444444,0.3924050632911392,0.19,0.684931506849315,0.22,"CYT"
0.38202247191011235,0.5555555555555556,0.3417721518987341,0.67,0.7123287671232876,0.22,"MIT"
0.40449438202247184,0.2716049382716049,0.3924050632911392,0.52,0.7397260273972602,0.22,"MIT"
0.29213483146067415,0.23456790123456792,0.3291139240506329,0.18,0.6164383561643836,0.25,"NUC"
0.41573033707865165,0.37037037037037035,0.3797468354430379,0.32,0.7123287671232876,0.24,"NUC"
0.33707865168539325,0.40740740740740744,0.481012658227848,0.19,0.7945205479452054,0.27,"NUC"
0.48314606741573035,0.45679012345679015,0.2911392405063291,0.08,0.7123287671232876,0.27,"CYT"
0.550561797752809,0.41975308641975306,0.30379746835443033,0.22,0.6780821917808219,0.29,"CYT"
0.25842696629213485,0.40740740740740744,0.45569620253164544,0.09,0.7534246575342466,0.26,"CYT"
0.41573033707865165,0.5061728395061729,0.430379746835443,0.12,0.6986301369863014,0.25,"CYT"
0.40449438202247184,0.32098765432098775,0.481012658227848,0.15,0.7808219178082191,0.22,"CYT"
0.7865168539325844,0.8888888888888888,0.3291139240506329,0.37,0.767123287671233,0.22,"EXC"
0.41573033707865165,0.41975308641975306,0.3924050632911392,0.24,0.767123287671233,0.22,"CYT"
0.5280898876404495,0.4691358024691359,0.35443037974683544,0.27,0.7808219178082191,0.29,"CYT"
0.550561797752809,0.45679012345679015,0.2911392405063291,0.61,0.6438356164383561,0.22,"MIT"
0.38202247191011235,0.5185185185185186,0.4113924050632911,0.43,0.6438356164383561,0.22,"MIT"
0.39325842696629215,0.4444444444444444,0.4683544303797468,0.23,0.6027397260273972,0.22,"MIT"
0.42696629213483145,0.4506172839506173,0.42405063291139244,0.55,0.5753424657534246,0.25,"MIT"
0.5842696629213484,0.49382716049382724,0.4177215189873418,0.195,0.726027397260274,0.22,"MIT"
0.43820224719101125,0.49382716049382724,0.40506329113924044,0.54,0.6986301369863014,0.27,"MIT"
0.5842696629213484,0.5432098765432098,0.481012658227848,0.4,0.684931506849315,0.22,"MIT"
0.3595505617977528,0.5432098765432098,0.40506329113924044,0.49,0.6575342465753424,0.22,"MIT"
0.41573033707865165,0.3950617283950618,0.430379746835443,0.5,0.726027397260274,0.22,"MIT"
0.43820224719101125,0.4135802469135803,0.31645569620253167,0.46,0.6301369863013698,0.22,"MIT"
0.44943820224719105,0.5061728395061729,0.49367088607594933,0.57,0.6506849315068493,0.22,"MIT"
0.48314606741573035,0.4814814814814815,0.5316455696202531,0.37,0.6301369863013698,0.23,"MIT"
0.6292134831460675,0.6049382716049383,0.240506329113924,0.43,0.684931506849315,0.22,"MIT"
0.1910112359550562,0.5555555555555556,0.0,0.13,0.6986301369863014,0.22,"ME3"
0.31460674157303375,0.3827160493827161,0.17721518987341767,0.16,0.7534246575342466,0.22,"ME3"
0.7752808988764046,0.617283950617284,0.310126582278481,0.29,0.6986301369863014,0.235,"EXC"
0.43820224719101125,0.4814814814814815,0.36708860759493667,0.3,0.6986301369863014,0.35,"NUC"
0.34831460674157305,0.41975308641975306,0.3924050632911392,0.41,0.726027397260274,0.32,"CYT"
0.28089887640449435,0.40740740740740744,0.5189873417721519,0.46,0.6986301369863014,0.305,"CYT"
0.39325842696629215,0.308641975308642,0.3291139240506329,0.22,0.7123287671232876,0.27,"MIT"
0.46067415730337086,0.3950617283950618,0.44303797468354433,0.2,0.6164383561643836,0.22,"CYT"
0.38202247191011235,0.37037037037037035,0.5443037974683543,0.23,0.7123287671232876,0.52,"NUC"
0.44382022471910115,0.5925925925925927,0.35443037974683544,0.25,0.684931506849315,0.28,"CYT"
0.30337078651685395,0.45679012345679015,0.20253164556962022,0.15,0.5890410958904109,0.22,"ME3"
0.651685393258427,0.7037037037037037,0.26582278481012656,0.36,0.6301369863013698,0.22,"EXC"
0.45505617977528096,0.7283950617283951,0.22784810126582278,0.445,0.684931506849315,0.22,"MIT"
0.702247191011236,0.7654320987654322,0.240506329113924,0.28,0.726027397260274,0.22,"MIT"
0.48876404494382025,0.5432098765432098,0.45569620253164544,0.27,0.5068493150684931,0.22,"CYT"
0.28089887640449435,0.5555555555555556,0.17721518987341767,0.24,0.7054794520547945,0.22,"ME3"
0.37640449438202245,0.37037037037037035,0.22784810126582278,0.12,0.6712328767123287,0.22,"ME3"
0.40449438202247184,0.4814814814814815,0.36708860759493667,0.29,0.5616438356164383,0.22,"CYT"
0.41573033707865165,0.462962962962963,0.45569620253164544,0.27,0.6575342465753424,0.47,"NUC"
0.40449438202247184,0.32098765432098775,0.430379746835443,0.24,0.6438356164383561,0.22,"CYT"
0.3707865168539326,0.5679012345679012,0.18987341772151894,0.16,0.7191780821917808,0.22,"ME3"
0.34831460674157305,0.2716049382716049,0.4177215189873418,0.18,0.6643835616438356,0.22,"CYT"
0.2134831460674157,0.5308641975308643,0.430379746835443,0.18,0.684931506849315,0.22,"CYT"
0.606741573033708,0.6419753086419754,0.3924050632911392,0.16,0.821917808219178,0.22,"CYT"
0.1797752808988764,0.5802469135802469,0.3417721518987341,0.23,0.7534246575342466,0.22,"CYT"
0.38202247191011235,0.345679012345679,0.36708860759493667,0.46,0.684931506849315,0.27,"POX"
0.3707865168539326,0.4814814814814815,0.2531645569620252,0.23,0.6986301369863014,0.22,"NUC"
0.2134831460674157,0.23456790123456792,0.3987341772151899,0.19,0.6575342465753424,0.55,"NUC"
0.3258426966292135,0.3827160493827161,0.35443037974683544,0.47,0.6712328767123287,0.27,"NUC"
0.38202247191011235,0.4691358024691359,0.36708860759493667,0.16,0.7123287671232876,1.0,"NUC"
0.38202247191011235,0.3950617283950618,0.36708860759493667,0.6,0.6712328767123287,0.22,"MIT"
0.5393258426966293,0.5802469135802469,0.3924050632911392,0.41,0.6438356164383561,0.22,"MIT"
0.40449438202247184,0.4320987654320988,0.45569620253164544,0.48,0.6575342465753424,0.22,"MIT"
0.2696629213483146,0.4814814814814815,0.3417721518987341,0.22,0.3561643835616438,0.22,"MIT"
0.40449438202247184,0.345679012345679,0.5696202531645569,0.26,0.726027397260274,0.22,"MIT"
0.5955056179775282,0.6049382716049383,0.10126582278481011,0.28,0.6986301369863014,0.22,"MIT"
0.49438202247191015,0.49382716049382724,0.430379746835443,0.46,0.7123287671232876,0.22,"MIT"
0.6292134831460675,0.5740740740740741,0.4177215189873418,0.43,0.7054794520547945,0.22,"MIT"
0.5393258426966293,0.537037037037037,0.35443037974683544,0.255,0.726027397260274,0.31,"MIT"
0.48314606741573035,0.5185185185185186,0.16455696202531644,0.31,0.7397260273972602,0.22,"ME3"
0.5280898876404495,0.6049382716049383,0.4177215189873418,0.17,0.6575342465753424,0.22,"MIT"
0.3651685393258427,0.308641975308642,0.40506329113924044,0.16,0.7123287671232876,0.27,"NUC"
0.39325842696629215,0.7160493827160495,0.36708860759493667,0.53,0.7191780821917808,0.22,"MIT"
0.47191011235955066,0.4691358024691359,0.430379746835443,0.05,0.6164383561643836,0.25,"NUC"
0.33707865168539325,0.33333333333333337,0.360759493670886,0.47,0.6575342465753424,0.43,"CYT"
0.34831460674157305,0.42592592592592593,0.45569620253164544,0.15,0.6438356164383561,0.22,"CYT"
0.3258426966292135,0.6049382716049383,0.3924050632911392,0.31,0.6712328767123287,0.31,"CYT"
0.550561797752809,0.45679012345679015,0.45569620253164544,0.25,0.5616438356164383,0.26,"CYT"
0.5730337078651686,0.4691358024691359,0.3924050632911392,0.42,0.7397260273972602,0.27,"NUC"
0.2696629213483146,0.5925925925925927,0.3417721518987341,0.16,0.6986301369863014,0.22,"NUC"
0.25842696629213485,0.5061728395061729,0.36708860759493667,0.21,0.7397260273972602,0.31,"CYT"
0.39887640449438205,0.5555555555555556,0.38607594936708856,0.26,0.7397260273972602,0.59,"ME3"
0.41573033707865165,0.5061728395061729,0.36708860759493667,0.425,0.726027397260274,0.22,"NUC"
0.20224719101123595,0.23456790123456792,0.4683544303797468,0.15,0.684931506849315,0.3,"CYT"
0.40449438202247184,0.23456790123456792,0.5443037974683543,0.3,0.863013698630137,0.22,"NUC"
0.42696629213483145,0.41975308641975306,0.44303797468354433,0.16,0.6438356164383561,0.22,"CYT"
0.5280898876404495,0.462962962962963,0.3797468354430379,0.47,0.7534246575342466,0.22,"NUC"
0.5955056179775282,0.5802469135802469,0.45569620253164544,0.19,0.5890410958904109,0.235,"NUC"
0.29213483146067415,0.40740740740740744,0.240506329113924,0.27,0.6164383561643836,0.235,"NUC"
0.3595505617977528,0.5432098765432098,0.40506329113924044,0.465,0.7397260273972602,0.22,"CYT"
0.1910112359550562,0.2962962962962963,0.5063291139240506,0.09,0.7123287671232876,0.55,"NUC"
0.5393258426966293,0.4320987654320988,0.36708860759493667,0.14,0.6164383561643836,0.25,"CYT"
0.48314606741573035,0.5185185185185186,0.3417721518987341,0.31,0.7397260273972602,0.29,"CYT"
0.16853932584269665,0.28395061728395066,0.3291139240506329,0.34,0.726027397260274,0.72,"NUC"
0.3595505617977528,0.2592592592592593,0.36708860759493667,0.19,0.684931506849315,0.22,"NUC"
0.5280898876404495,0.45679012345679015,0.36708860759493667,0.12,0.6575342465753424,0.25,"NUC"
0.3707865168539326,0.32098765432098775,0.40506329113924044,0.215,0.7397260273972602,0.44,"CYT"
0.33707865168539325,0.32098765432098775,0.2911392405063291,0.34,0.6575342465753424,0.4,"NUC"
0.38202247191011235,0.37037037037037035,0.3797468354430379,0.2,0.7397260273972602,0.33,"CYT"
0.28089887640449435,0.6790123456790125,0.31645569620253167,0.16,0.726027397260274,0.22,"NUC"
0.34831460674157305,0.22222222222222224,0.36708860759493667,0.15,0.726027397260274,0.22,"NUC"
0.34831460674157305,0.37037037037037035,0.44303797468354433,0.1,0.6712328767123287,0.22,"CYT"
0.6292134831460675,0.7160493827160495,0.3924050632911392,0.65,0.726027397260274,0.36,"NUC"
0.42696629213483145,0.41975308641975306,0.40506329113924044,0.16,0.6575342465753424,0.27,"NUC"
0.6741573033707866,0.5679012345679012,0.3417721518987341,0.43,0.8082191780821917,0.22,"MIT"
0.40449438202247184,0.3580246913580247,0.40506329113924044,0.21,0.7397260273972602,0.32,"CYT"
0.3258426966292135,0.3580246913580247,0.6329113924050632,0.21,0.7397260273972602,0.32,"CYT"
0.48314606741573035,0.4444444444444444,0.3797468354430379,0.2,0.7123287671232876,0.22,"CYT"
0.34831460674157305,0.4691358024691359,0.36708860759493667,0.12,0.7123287671232876,0.46,"NUC"
0.5168539325842697,0.4691358024691359,0.40506329113924044,0.18,0.767123287671233,0.25,"NUC"
0.2696629213483146,0.3950617283950618,0.2784810126582278,0.11,0.767123287671233,0.22,"ME3"
0.34831460674157305,0.3580246913580247,0.26582278481012656,0.2,0.6712328767123287,0.22,"ME3"
0.16853932584269665,0.45679012345679015,0.15189873417721517,0.28,0.7054794520547945,0.22,"ME3"
0.41011235955056174,0.3580246913580247,0.2151898734177215,0.4,0.6712328767123287,0.47,"ME3"
0.16853932584269665,0.3827160493827161,0.11392405063291139,0.205,0.6986301369863014,0.47,"ME3"
0.2247191011235955,0.3827160493827161,0.40506329113924044,0.23,0.6986301369863014,0.32,"NUC"
0.41573033707865165,0.5925925925925927,0.2911392405063291,0.2,0.6438356164383561,0.22,"CYT"
0.6179775280898877,0.3950617283950618,0.36708860759493667,0.19,0.6712328767123287,0.22,"CYT"
0.11235955056179776,0.2283950617283951,0.430379746835443,0.11,0.684931506849315,0.27,"CYT"
0.6853932584269663,0.6790123456790125,0.2911392405063291,0.45,0.726027397260274,0.22,"MIT"
0.3707865168539326,0.308641975308642,0.3481012658227848,0.32,0.726027397260274,0.22,"POX"
0.2247191011235955,0.22222222222222224,0.44303797468354433,0.33,0.7123287671232876,0.33,"NUC"
0.42696629213483145,0.22222222222222224,0.35443037974683544,0.35,0.6986301369863014,0.24,"NUC"
0.30337078651685395,0.2962962962962963,0.44303797468354433,0.21,0.6780821917808219,0.22,"NUC"
0.31460674157303375,0.33333333333333337,0.40506329113924044,0.67,0.6438356164383561,0.22,"CYT"
0.14606741573033705,0.2592592592592593,0.6075949367088607,0.18,0.7123287671232876,0.22,"CYT"
0.42696629213483145,0.37037037037037035,0.3797468354430379,0.27,0.6438356164383561,0.22,"CYT"
0.48314606741573035,0.308641975308642,0.3924050632911392,0.18,0.6575342465753424,0.22,"CYT"
0.3595505617977528,0.5432098765432098,0.40506329113924044,0.53,0.726027397260274,0.25,"CYT"
0.41573033707865165,0.6296296296296297,0.5063291139240506,0.23,0.821917808219178,0.22,"CYT"
0.2247191011235955,0.5185185185185186,0.3924050632911392,0.17,0.7123287671232876,0.22,"CYT"
0.2359550561797753,0.5432098765432098,0.36708860759493667,0.15,0.726027397260274,0.22,"CYT"
0.2359550561797753,0.3580246913580247,0.3924050632911392,0.24,0.821917808219178,0.22,"CYT"
0.5393258426966293,0.45679012345679015,0.3924050632911392,0.28,0.7534246575342466,0.27,"CYT"
0.29213483146067415,0.3580246913580247,0.3797468354430379,0.11,0.7808219178082191,0.22,"CYT"
0.7191011235955057,0.7037037037037037,0.2151898734177215,0.27,0.6712328767123287,0.22,"ME1"
0.5617977528089888,0.7283950617283951,0.12658227848101267,0.33,0.767123287671233,0.22,"MIT"
0.3707865168539326,0.3580246913580247,0.49367088607594933,0.21,0.7808219178082191,0.3,"CYT"
0.46067415730337086,0.4691358024691359,0.3797468354430379,0.54,0.6438356164383561,0.27,"MIT"
0.44943820224719105,0.5308641975308643,0.30379746835443033,0.58,0.6917808219178082,0.22,"MIT"
0.46067415730337086,0.5308641975308643,0.4177215189873418,0.53,0.6164383561643836,0.22,"MIT"
0.5280898876404495,0.5555555555555556,0.4683544303797468,0.49,0.6712328767123287,0.26,"MIT"
0.6853932584269663,0.6049382716049383,0.16455696202531644,0.29,0.767123287671233,0.28,"MIT"
0.6853932584269663,0.5925925925925927,0.20253164556962022,0.3,0.7808219178082191,0.235,"MIT"
0.39325842696629215,0.4814814814814815,0.36708860759493667,0.33,0.6575342465753424,0.28,"MIT"
0.5168539325842697,0.5432098765432098,0.2911392405063291,0.37,0.7123287671232876,0.25,"MIT"
0.34831460674157305,0.22222222222222224,0.5189873417721519,0.12,0.547945205479452,0.22,"MIT"
0.42696629213483145,0.40740740740740744,0.30379746835443033,0.45,0.7123287671232876,0.22,"MIT"
0.34831460674157305,0.5555555555555556,0.2531645569620252,0.65,0.6301369863013698,0.26,"MIT"
0.5393258426966293,0.5925925925925927,0.16455696202531644,0.22,0.6986301369863014,0.22,"MIT"
0.46067415730337086,0.7901234567901235,0.2531645569620252,0.34,0.6986301369863014,0.22,"MIT"
0.43820224719101125,0.4814814814814815,0.49367088607594933,0.51,0.6575342465753424,0.22,"MIT"
0.42696629213483145,0.5802469135802469,0.2784810126582278,0.56,0.4931506849315068,0.22,"MIT"
0.43820224719101125,0.45679012345679015,0.2911392405063291,0.5,0.5753424657534246,0.22,"MIT"
0.43820224719101125,0.33333333333333337,0.38607594936708856,0.7,0.684931506849315,0.22,"MIT"
0.29213483146067415,0.5555555555555556,0.2911392405063291,0.51,0.6027397260273972,0.22,"MIT"
0.49438202247191015,0.3950617283950618,0.30379746835443033,0.54,0.684931506849315,0.22,"MIT"
0.6292134831460675,0.6790123456790125,0.31645569620253167,0.29,0.6301369863013698,0.22,"MIT"
0.47191011235955066,0.4691358024691359,0.31645569620253167,0.28,0.6575342465753424,0.22,"CYT"
0.2696629213483146,0.6543209876543211,0.35443037974683544,0.21,0.7397260273972602,0.22,"CYT"
0.46067415730337086,0.33333333333333337,0.49367088607594933,0.12,0.7534246575342466,0.22,"CYT"
0.7415730337078653,0.8148148148148149,0.4683544303797468,0.25,0.6575342465753424,0.22,"EXC"
0.40449438202247184,0.40740740740740744,0.3924050632911392,0.49,0.767123287671233,0.22,"MIT"
0.6966292134831461,0.8641975308641976,0.2784810126582278,0.3,0.6917808219178082,0.22,"ME1"
0.7528089887640451,0.7530864197530864,0.4683544303797468,0.245,0.726027397260274,0.22,"ERL"
0.6629213483146068,0.5679012345679012,0.2911392405063291,0.28,0.821917808219178,0.4,"VAC"
0.45505617977528096,0.5061728395061729,0.20253164556962022,0.14,0.684931506849315,0.26,"ME3"
0.50561797752809,0.4814814814814815,0.3417721518987341,0.17,0.6301369863013698,0.22,"NUC"
0.5168539325842697,0.345679012345679,0.481012658227848,0.24,0.547945205479452,0.22,"CYT"
0.50561797752809,0.345679012345679,0.4683544303797468,0.21,0.5753424657534246,0.22,"CYT"
0.5280898876404495,0.5308641975308643,0.30379746835443033,0.12,0.6986301369863014,0.22,"NUC"
0.47191011235955066,0.308641975308642,0.5696202531645569,0.25,0.5890410958904109,0.22,"NUC"
0.25842696629213485,0.28395061728395066,0.4177215189873418,0.11,0.4931506849315068,0.21,"NUC"
0.651685393258427,0.5925925925925927,0.2151898734177215,0.27,0.7123287671232876,0.22,"ME2"
0.29213483146067415,0.49382716049382724,0.49367088607594933,0.195,0.5753424657534246,0.22,"POX"
0.33707865168539325,0.3950617283950618,0.40506329113924044,0.21,0.6986301369863014,0.25,"NUC"
0.2247191011235955,0.40740740740740744,0.4177215189873418,0.52,0.684931506849315,0.34,"NUC"
0.28089887640449435,0.35185185185185186,0.15189873417721517,0.14,0.7808219178082191,0.31,"ME3"
0.7977528089887641,0.8024691358024693,0.35443037974683544,0.23,0.6301369863013698,0.22,"EXC"
0.7977528089887641,0.7654320987654322,0.4177215189873418,0.23,0.6301369863013698,0.22,"EXC"
0.33707865168539325,0.4691358024691359,0.4683544303797468,0.15,0.6164383561643836,0.27,"CYT"
0.30337078651685395,0.4691358024691359,0.6835443037974683,0.17,0.7534246575342466,0.22,"CYT"
0.30337078651685395,0.4691358024691359,0.6835443037974683,0.17,0.7123287671232876,0.22,"CYT"
0.47191011235955066,0.3827160493827161,0.3797468354430379,0.33,0.7123287671232876,0.22,"MIT"
0.41573033707865165,0.5061728395061729,0.6329113924050632,0.15,0.8082191780821917,0.22,"MIT"
0.3258426966292135,0.5308641975308643,0.3417721518987341,0.14,0.6438356164383561,0.22,"MIT"
0.47191011235955066,0.49382716049382724,0.49367088607594933,0.13,0.6712328767123287,0.22,"MIT"
0.38202247191011235,0.5432098765432098,0.6455696202531644,0.22,0.7808219178082191,0.22,"MIT"
0.38202247191011235,0.17283950617283952,0.45569620253164544,0.36,0.7123287671232876,0.265,"CYT"
0.10112359550561799,0.26543209876543206,0.3924050632911392,0.14,0.726027397260274,0.44,"CYT"
0.44943820224719105,0.49382716049382724,0.430379746835443,0.14,0.6986301369863014,0.345,"CYT"
0.3707865168539326,0.6790123456790125,0.30379746835443033,0.51,0.7123287671232876,0.41,"MIT"
0.1797752808988764,0.32098765432098775,0.13291139240506328,0.11,0.7123287671232876,0.22,"MIT"
0.49438202247191015,0.3580246913580247,0.16455696202531644,0.3,0.7123287671232876,0.22,"ME3"
0.25842696629213485,0.3580246913580247,0.11392405063291139,0.23,0.726027397260274,0.24,"ME3"
0.3707865168539326,0.49382716049382724,0.3924050632911392,0.23,0.6986301369863014,0.22,"POX"
0.5393258426966293,0.5555555555555556,0.44303797468354433,0.21,0.7397260273972602,0.33,"NUC"
0.31460674157303375,0.18518518518518526,0.48734177215189867,0.12,0.5616438356164383,0.22,"NUC"
0.50561797752809,0.5432098765432098,0.4177215189873418,0.355,0.684931506849315,0.22,"NUC"
0.28089887640449435,0.6790123456790125,0.2151898734177215,0.08,0.726027397260274,0.25,"VAC"
0.1797752808988764,0.28395061728395066,0.49367088607594933,0.33,0.5068493150684931,0.31,"NUC"
0.2696629213483146,0.33333333333333337,0.481012658227848,0.22,0.6438356164383561,0.37,"NUC"
0.34831460674157305,0.23456790123456792,0.36708860759493667,0.21,0.6986301369863014,0.22,"NUC"
0.1348314606741573,0.08641975308641978,0.40506329113924044,0.2,0.6780821917808219,0.405,"NUC"
0.49438202247191015,0.5061728395061729,0.44303797468354433,0.22,0.684931506849315,0.37,"NUC"
0.28089887640449435,0.1358024691358025,0.36708860759493667,0.16,0.6986301369863014,0.22,"NUC"
0.3595505617977528,0.33950617283950624,0.481012658227848,0.22,0.6301369863013698,0.22,"CYT"
0.7752808988764046,0.40740740740740744,0.36708860759493667,0.15,0.726027397260274,0.22,"CYT"
0.550561797752809,0.5308641975308643,0.3291139240506329,0.2,0.684931506849315,0.315,"NUC"
0.33707865168539325,0.1358024691358025,0.4177215189873418,0.26,0.5616438356164383,0.22,"NUC"
0.40449438202247184,0.6419753086419754,0.38607594936708856,0.62,0.726027397260274,0.36,"MIT"
0.3595505617977528,0.33950617283950624,0.4177215189873418,0.14,0.6438356164383561,0.27,"NUC"
0.43820224719101125,0.4691358024691359,0.3924050632911392,0.09,0.6575342465753424,0.25,"NUC"
0.47191011235955066,0.5925925925925927,0.3924050632911392,0.21,0.7534246575342466,0.22,"NUC"
0.48314606741573035,0.3580246913580247,0.2531645569620252,0.16,0.7123287671232876,0.22,"ME2"
0.39325842696629215,0.2716049382716049,0.40506329113924044,0.16,0.6986301369863014,0.22,"CYT"
0.39325842696629215,0.37037037037037035,0.35443037974683544,0.79,0.6712328767123287,0.63,"NUC"
0.44943820224719105,0.5185185185185186,0.17721518987341767,0.16,0.7054794520547945,0.47,"ME3"
0.50561797752809,0.4814814814814815,0.430379746835443,0.19,0.7397260273972602,0.22,"CYT"
0.2134831460674157,0.20987654320987656,0.481012658227848,0.12,0.6712328767123287,0.27,"NUC"
0.29213483146067415,0.49382716049382724,0.31645569620253167,0.23,0.6438356164383561,0.22,"NUC"
0.8089887640449439,0.5555555555555556,0.3291139240506329,0.04,0.7191780821917808,0.22,"ME2"
0.31460674157303375,0.3950617283950618,0.40506329113924044,0.175,0.7397260273972602,0.22,"CYT"
0.46067415730337086,0.5061728395061729,0.36708860759493667,0.21,0.6575342465753424,0.3,"CYT"
0.2696629213483146,0.32098765432098775,0.45569620253164544,0.11,0.6575342465753424,0.22,"NUC"
0.28089887640449435,0.4444444444444444,0.11392405063291139,0.22,0.7123287671232876,0.31,"ME3"
