"mcg" "gvh" "alm" "mit" "vac" "nuc" "yeast_sin.Localization_site"
"21" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"22" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"23" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"24" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"25" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"26" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"27" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"28" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"29" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"30" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "ME1"
"31" "[0.44,0.54)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"32" "[0.44,0.54)" "[0.45,0.54)" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"33" "[0.11,0.44)" "[0.54,1]" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"34" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"35" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "ME1"
"36" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "EXC"
"37" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"38" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"39" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"40" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"41" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"42" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"43" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"44" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"45" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "VAC"
"46" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "NUC"
"47" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.27,1]" "ME2"
"48" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "EXC"
"49" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "VAC"
"50" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"51" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"52" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "ME3"
"53" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "NUC"
"54" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"55" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"56" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"57" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"58" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"59" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"60" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"61" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"62" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "NUC"
"63" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "NUC"
"64" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "NUC"
"65" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"66" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "CYT"
"67" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"68" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"69" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"70" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "EXC"
"71" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"72" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"73" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"74" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"75" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "MIT"
"76" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"77" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"78" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "MIT"
"79" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"80" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"81" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"82" "[0.44,0.54)" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"83" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"84" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"85" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"86" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"87" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"88" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "EXC"
"89" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "NUC"
"90" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "CYT"
"91" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "CYT"
"92" "[0.44,0.54)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "MIT"
"93" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"94" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"95" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "CYT"
"96" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "ME3"
"97" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "EXC"
"98" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"99" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"100" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"101" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "ME3"
"102" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"103" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "CYT"
"104" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.27,1]" "NUC"
"105" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"106" "[0.44,0.54)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"107" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"108" "[0.11,0.44)" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"109" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"110" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"111" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "POX"
"112" "[0.44,0.54)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"113" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.27,1]" "NUC"
"114" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "NUC"
"115" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"116" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"117" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"118" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"119" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "MIT"
"120" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"121" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"122" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"123" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"124" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "MIT"
"125" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"126" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "MIT"
"127" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"128" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"129" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"130" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.27,1]" "CYT"
"131" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "CYT"
"132" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "CYT"
"133" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"134" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "NUC"
"135" "[0.11,0.44)" "[0.54,1]" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"136" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"137" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "ME3"
"138" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "NUC"
"139" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"140" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "NUC"
"141" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "CYT"
"142" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "NUC"
"143" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "NUC"
"144" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"145" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"146" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"147" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "CYT"
"148" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "CYT"
"149" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "NUC"
"150" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"151" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"152" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"153" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.27,1]" "NUC"
"154" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"155" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"156" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"157" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"158" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "NUC"
"159" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.27,1]" "NUC"
"160" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"161" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"162" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"163" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"164" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"165" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "NUC"
"166" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"167" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"168" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"169" "[0.44,0.54)" "[0.45,0.54)" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"170" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"171" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "NUC"
"172" "[0.44,0.54)" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"173" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"174" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"175" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"176" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "POX"
"177" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "NUC"
"178" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "NUC"
"179" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"180" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "CYT"
"181" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"182" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "CYT"
"183" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"184" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"185" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"186" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"187" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"188" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "CYT"
"189" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"190" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"191" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "ME1"
"192" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"193" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"194" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "MIT"
"195" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"196" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"197" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
